Date,EAFE
2017-02-14,60.29
2017-02-15,60.52
2017-02-16,60.66
2017-02-17,60.5
2017-02-21,60.7
2017-02-22,60.7
2017-02-23,60.83
2017-02-24,60.39
2017-02-27,60.43
2017-02-28,60.34
2017-03-01,60.97
2017-03-02,60.57
2017-03-03,60.93
2017-03-06,60.74
2017-03-07,60.53
2017-03-08,60.31
2017-03-09,60.54
2017-03-10,61.05
2017-03-13,61.37
2017-03-14,60.9
2017-03-15,61.77
2017-03-16,62.07
2017-03-17,62.23
2017-03-20,62.104
2017-03-21,61.82
2017-03-22,61.83
2017-03-23,61.97
2017-03-24,62.14
2017-03-27,62.3
2017-03-28,62.6
2017-03-29,62.6
2017-03-30,62.38
2017-03-31,62.29
2017-04-03,62.2
2017-04-04,62.18
2017-04-05,61.85
2017-04-06,61.86
2017-04-07,61.82
2017-04-10,61.75
2017-04-11,62.04
2017-04-12,61.99
2017-04-13,61.59
2017-04-17,61.97
2017-04-18,61.69
2017-04-19,61.44
2017-04-20,61.93
2017-04-21,61.97
2017-04-24,63.54
2017-04-25,63.99
2017-04-26,63.81
2017-04-27,63.87
2017-04-28,63.8
2017-05-01,64.06
2017-05-02,64.39
2017-05-03,64.26
2017-05-04,64.87
2017-05-05,65.59
2017-05-08,65.1
2017-05-09,64.94
2017-05-10,65.04
2017-05-11,64.88
2017-05-12,65.24
2017-05-15,65.57
2017-05-16,65.99
2017-05-17,65.24
2017-05-18,65.35
2017-05-19,66.11
2017-05-22,66.19
2017-05-23,66.2
2017-05-24,66.24
2017-05-25,66.24
2017-05-26,66.05
2017-05-30,65.98
2017-05-31,66.06
2017-06-01,66.49
2017-06-02,67.22
2017-06-05,66.85
2017-06-06,66.66
2017-06-07,66.68
2017-06-08,66.56
2017-06-09,66.31
2017-06-12,66.06
2017-06-13,66.57
2017-06-14,66.52
2017-06-15,65.83
2017-06-16,66.39
2017-06-19,66.66
2017-06-20,65.07
2017-06-21,64.99
2017-06-22,64.98
2017-06-23,65.14
2017-06-26,65.25
2017-06-27,65.24
2017-06-28,65.81
2017-06-29,65.16
2017-06-30,65.2
2017-07-03,65.12
2017-07-05,65.12
2017-07-06,64.83
2017-07-07,64.84
2017-07-10,65
2017-07-11,65.15
2017-07-12,65.67
2017-07-13,65.86
2017-07-14,66.32
2017-07-17,66.19
2017-07-18,66.25
2017-07-19,66.54
2017-07-20,66.81
2017-07-21,66.55
2017-07-24,66.37
2017-07-25,66.46
2017-07-26,66.87
2017-07-27,66.72
2017-07-28,66.79
2017-07-31,66.93
2017-08-01,67.3
2017-08-02,67.33
2017-08-03,67.37
2017-08-04,67.46
2017-08-07,67.49
2017-08-08,67.13
2017-08-09,67.02
2017-08-10,66.07
2017-08-11,65.95
2017-08-14,66.43
2017-08-15,66.38
2017-08-16,66.76
2017-08-17,66.01
2017-08-18,66.19
2017-08-21,66.17
2017-08-22,66.49
2017-08-23,66.5
2017-08-24,66.35
2017-08-25,66.75
2017-08-28,66.75
2017-08-29,66.48
2017-08-30,66.39
2017-08-31,66.9
2017-09-01,66.99
2017-09-05,66.54
2017-09-06,66.95
2017-09-07,67.5
2017-09-08,67.51
2017-09-11,68.04
2017-09-12,68.25
2017-09-13,67.88
2017-09-14,68
2017-09-15,68.06
2017-09-18,68.15
2017-09-19,68.47
2017-09-20,68.32
2017-09-21,68.18
2017-09-22,68.39
2017-09-25,68
2017-09-26,67.85
2017-09-27,67.9
2017-09-28,68.08
2017-09-29,68.48
2017-10-02,68.42
2017-10-03,68.65
2017-10-04,68.52
2017-10-05,68.48
2017-10-06,68.43
2017-10-09,68.45
2017-10-10,69.1
2017-10-11,69.27
2017-10-12,69.21
2017-10-13,69.57
2017-10-16,69.52
2017-10-17,69.34
2017-10-18,69.54
2017-10-19,69.43
2017-10-20,69.34
2017-10-23,69.19
2017-10-24,69.3
2017-10-25,69.03
2017-10-26,69.02
2017-10-27,69.18
2017-10-30,69.34
2017-10-31,69.63
2017-11-01,69.7
2017-11-02,69.91
2017-11-03,69.8
2017-11-06,69.9
2017-11-07,69.64
2017-11-08,69.87
2017-11-09,69.47
2017-11-10,69.28
2017-11-13,68.99
2017-11-14,68.94
2017-11-15,68.61
2017-11-16,69.16
2017-11-17,68.91
2017-11-20,69.06
2017-11-21,69.58
2017-11-22,69.77
2017-11-24,70.34
2017-11-27,69.92
2017-11-28,70.32
2017-11-29,70.04
2017-11-30,70.11
2017-12-01,69.83
2017-12-04,69.58
2017-12-05,69.43
2017-12-06,69.29
2017-12-07,69.47
2017-12-08,69.84
2017-12-11,70.02
2017-12-12,70.11
2017-12-13,70.38
2017-12-14,69.99
2017-12-15,69.97
2017-12-18,70.8
2017-12-19,69.8
2017-12-20,69.68
2017-12-21,69.93
2017-12-22,70.11
2017-12-26,70.09
2017-12-27,70.22
2017-12-28,70.26
2017-12-29,70.31
2018-01-02,70.83
2018-01-03,71.17
2018-01-04,71.95
2018-01-05,72.35
2018-01-08,72.33
2018-01-09,72.41
2018-01-10,72.27
2018-01-11,72.77
2018-01-12,73.5
2018-01-13,73.5
2018-01-15,73.5
2018-01-16,73.43
2018-01-17,73.81
2018-01-18,73.72
2018-01-19,74.13
2018-01-20,74.13
2018-01-22,74.51
2018-01-23,74.75
2018-01-24,74.88
2018-01-25,74.59
2018-01-26,75.25
2018-01-27,75.25
2018-01-29,74.56
2018-01-30,73.94
2018-01-31,73.84
2018-02-01,74.05
2018-02-02,72.55
2018-02-03,72.55
2018-02-05,69.51
2018-02-06,70.88
2018-02-07,70.13
2018-02-08,68.3
2018-02-09,68.59
2018-02-10,68.59
2018-02-12,69.64
2018-02-13,69.43
2018-02-14,70.66
2018-02-15,71.1
2018-02-16,71.42
2018-02-17,71.42
2018-02-19,71.42
2018-02-20,70.75
2018-02-21,70.41
2018-02-22,70.78
2018-02-23,71.34
2018-02-24,71.34
2018-02-26,72.01
2018-02-27,70.94
2018-02-28,70.27
2018-03-01,69.09
2018-03-02,69.42
2018-03-03,69.42
2018-03-05,69.79
2018-03-06,70.2
2018-03-07,70.18
2018-03-08,70.33
2018-03-09,70.78
2018-03-10,70.78
2018-03-12,70.86
2018-03-13,70.39
2018-03-14,70.56
2018-03-15,70.52
2018-03-16,70.47
2018-03-17,70.47
2018-03-19,69.9
2018-03-20,69.89
2018-03-21,70
2018-03-22,68.7
2018-03-23,67.94
2018-03-24,67.94
2018-03-26,69.16
2018-03-27,68.65
2018-03-28,69.05
2018-03-29,69.68
2018-03-30,69.68
2018-03-31,69.68
2018-04-02,68.72
2018-04-03,69.16
2018-04-04,69.4
2018-04-05,69.86
2018-04-06,69.4
2018-04-07,69.4
2018-04-09,69.97
2018-04-10,70.72
2018-04-11,70.45
2018-04-12,70.72
2018-04-13,70.79
2018-04-14,70.79
2018-04-16,70.9
2018-04-17,71.22
2018-04-18,71.59
2018-04-19,71.32
2018-04-20,71.05
2018-04-21,71.05
2018-04-23,70.96
2018-04-24,70.67
2018-04-25,70.55
2018-04-26,70.9
2018-04-27,70.97
2018-04-28,70.97
2018-04-30,70.74
2018-05-01,70.49
2018-05-02,70.46
2018-05-03,70.68
2018-05-04,70.93
2018-05-05,70.93
2018-05-07,70.94
2018-05-08,70.95
2018-05-09,71.12
2018-05-10,71.58
2018-05-11,71.77
2018-05-12,71.77
2018-05-14,71.9
2018-05-15,71.38
2018-05-16,71.48
2018-05-17,71.59
2018-05-18,71.33
2018-05-19,71.33
2018-05-21,71.78
2018-05-22,71.69
2018-05-23,70.9
2018-05-24,70.68
2018-05-25,70.22
2018-05-26,70.22
2018-05-28,70.22
2018-05-29,68.79
2018-05-30,69.84
2018-05-31,69.4
2018-06-01,70
2018-06-02,70
2018-06-04,70.21
2018-06-05,70.1
2018-06-06,70.73
2018-06-07,70.33
2018-06-08,70.41
2018-06-09,70.41
2018-06-11,70.86
2018-06-12,70.41
2018-06-13,70.51
2018-06-14,70.36
2018-06-15,70
2018-06-16,70
2018-06-18,69.5
2018-06-19,67.52
2018-06-20,67.57
2018-06-21,67.09
2018-06-22,67.8
2018-06-23,67.8
2018-06-25,66.86
2018-06-26,66.98
2018-06-27,66.35
2018-06-28,66.6
2018-06-29,66.97
2018-06-30,66.97
2018-07-02,66.36
2018-07-03,66.56
2018-07-05,67.22
2018-07-06,67.58
2018-07-07,67.58
2018-07-09,68.23
2018-07-10,68.2
2018-07-11,67.06
2018-07-12,67.58
2018-07-13,67.79
2018-07-16,67.76
2018-07-17,67.88
2018-07-18,67.89
2018-07-19,67.75
2018-07-20,68.07
2018-07-21,68.07
2018-07-23,68.07
2018-07-24,68.47
2018-07-25,68.98
2018-07-26,68.67
2018-07-27,68.8
2018-07-28,68.8
2018-07-30,68.79
2018-07-31,68.88
2018-08-01,68.53
2018-08-02,68.08
2018-08-03,68.12
2018-08-04,68.12
2018-08-06,67.83
2018-08-07,68.36
2018-08-08,68.3
2018-08-09,68.1
2018-08-10,66.74
2018-08-11,66.74
2018-08-13,66.5
2018-08-14,66.49
2018-08-15,65.53
2018-08-16,65.99
2018-08-17,66.38
2018-08-20,66.74
2018-08-21,67.15
2018-08-22,67.41
2018-08-23,66.93
2018-08-24,67.32
2018-08-25,67.32
2018-08-27,68.22
2018-08-28,68.16
2018-08-29,68.53
2018-08-30,67.88
2018-08-31,67.34
2018-09-01,67.34
2018-09-03,67.34
2018-09-04,66.77
2018-09-05,66.16
2018-09-06,65.96
2018-09-07,65.43
2018-09-08,65.43
2018-09-10,65.83
2018-09-11,65.89
2018-09-12,66.17
2018-09-13,66.66
2018-09-14,66.76
2018-09-15,66.76
2018-09-17,66.82
2018-09-18,67.52
2018-09-19,67.76
2018-09-20,68.6
2018-09-21,68.63
2018-09-22,68.63
2018-09-24,68.32
2018-09-25,68.66
2018-09-26,68.69
2018-09-27,68.55
2018-09-28,67.99
2018-09-29,67.99
2018-10-01,68.07
2018-10-02,67.72
2018-10-03,67.6
2018-10-04,66.81
2018-10-05,66.41
2018-10-06,66.41
2018-10-08,66.09
2018-10-09,65.92
2018-10-10,64.52
2018-10-11,63.62
2018-10-12,63.85
2018-10-13,63.85
2018-10-15,63.7
2018-10-16,64.79
2018-10-17,64.42
2018-10-18,63.38
2018-10-19,63.74
2018-10-20,63.74
2018-10-22,63.46
2018-10-23,62.86
2018-10-24,61.08
2018-10-25,61.85
2018-10-26,61.43
2018-10-27,61.43
2018-10-29,61.26
2018-10-30,62
2018-10-31,62.46
2018-11-01,63.26
2018-11-02,63.35
2018-11-03,63.35
2018-11-05,63.35
2018-11-06,63.61
2018-11-07,64.46
2018-11-08,63.83
2018-11-09,63.41
2018-11-10,63.41
2018-11-12,62.37
2018-11-13,62.64
2018-11-14,62.69
2018-11-15,62.89
2018-11-16,62.96
2018-11-17,62.96
2018-11-19,62.41
2018-11-20,61.33
2018-11-21,62.19
2018-11-22,62.19
2018-11-23,61.78
2018-11-26,62.71
2018-11-27,62.47
2018-11-28,63.36
2018-11-29,63.04
2018-11-30,62.77
2018-12-01,62.77
2018-12-03,63.6
2018-12-04,61.95
2018-12-05,61.95
2018-12-06,61.37
2018-12-07,60.75
2018-12-08,60.75
2018-12-10,60.28
2018-12-11,60.47
2018-12-12,61.36
2018-12-13,61.25
2018-12-14,60.46
2018-12-15,60.46
2018-12-17,59.98
2018-12-18,59.39
2018-12-19,58.82
2018-12-20,58.58
2018-12-21,57.56
2018-12-22,57.56
2018-12-24,56.89
2018-12-26,58.21
2018-12-27,58.38
2018-12-28,58.69
2018-12-29,58.69
2018-12-31,58.78
2019-01-01,58.78
2019-01-02,58.66
2019-01-03,58.13
2019-01-04,59.91
2019-01-05,59.91
2019-01-07,60.14
2019-01-08,60.53
2019-01-09,61.21
2019-01-10,61.45
2019-01-11,61.03
2019-01-12,61.03
2019-01-14,60.75
2019-01-15,61.07
2019-01-16,61.24
2019-01-17,61.46
2019-01-18,62.08
2019-01-19,62.08
2019-01-21,62.08
2019-01-22,61.12
2019-01-23,61.4
2019-01-24,61.47
2019-01-25,62.17
2019-01-26,62.17
2019-01-28,61.83
2019-01-29,61.97
2019-01-30,62.65
2019-01-31,62.68
2019-02-01,62.66
2019-02-02,62.66
2019-02-04,62.89
2019-02-05,63.38
2019-02-06,63.06
2019-02-07,62.22
2019-02-08,62.02
2019-02-09,62.02
2019-02-11,61.96
2019-02-12,62.68
2019-02-13,62.69
2019-02-14,62.71
2019-02-15,63.62
2019-02-16,63.62
2019-02-18,63.62
2019-02-19,63.86
2019-02-20,64.04
2019-02-21,63.91
2019-02-22,64.12
2019-02-23,64.12
2019-02-25,64.31
2019-02-26,64.62
2019-02-27,64.36
2019-02-28,64.27
2019-03-01,64.62
2019-03-02,64.62
2019-03-04,64.38
2019-03-05,64.44
2019-03-06,64.28
2019-03-07,63.46
2019-03-08,63.47
2019-03-09,63.47
2019-03-11,64.02
2019-03-12,63.98
2019-03-13,64.53
2019-03-14,64.52
2019-03-15,65.22
2019-03-16,65.22
2019-03-18,65.45
2019-03-19,65.58
2019-03-20,65.61
2019-03-21,65.57
2019-03-22,64.31
2019-03-23,64.31
2019-03-25,64.4
2019-03-26,64.72
2019-03-27,64.75
2019-03-28,64.59
2019-03-29,64.86
2019-03-30,64.86
2019-04-01,65.69
2019-04-02,65.71
2019-04-03,66.22
2019-04-04,66.08
2019-04-05,66.25
2019-04-06,66.25
2019-04-08,66.29
2019-04-09,65.87
2019-04-10,66.12
2019-04-11,65.98
2019-04-12,66.44
2019-04-13,66.44
2019-04-15,66.47
2019-04-16,66.52
2019-04-17,66.71
2019-04-18,66.67
2019-04-19,66.67
2019-04-20,66.67
2019-04-22,66.56
2019-04-23,66.69
2019-04-24,66.23
2019-04-25,66.18
2019-04-26,66.45
2019-04-27,66.45
2019-04-29,66.72
2019-04-30,66.76
2019-05-01,66.38
2019-05-02,66.28
2019-05-03,66.99
2019-05-04,66.99
2019-05-06,66.23
2019-05-07,65.07
2019-05-08,65.15
2019-05-09,64.85
2019-05-10,65.33
2019-05-11,65.33
2019-05-13,63.81
2019-05-14,64.45
2019-05-15,64.68
2019-05-16,65.2
2019-05-17,64.77
2019-05-18,64.77
2019-05-20,64.51
2019-05-21,64.94
2019-05-22,64.68
2019-05-23,64.09
2019-05-24,64.78
2019-05-25,64.78
2019-05-27,64.78
2019-05-28,64.15
2019-05-29,63.74
2019-05-30,63.98
2019-05-31,63.4
2019-06-01,63.4
2019-06-03,63.77
2019-06-04,64.5
2019-06-05,64.48
2019-06-06,64.74
2019-06-07,65.56
2019-06-08,65.56
2019-06-10,65.74
2019-06-11,66.07
2019-06-12,65.58
2019-06-13,65.64
2019-06-14,65.16
2019-06-17,63.83
2019-06-18,64.68
2019-06-19,65.08
2019-06-20,65.65
2019-06-21,65.37
2019-06-24,65.51
2019-06-25,65.12
2019-06-26,65.2
2019-06-27,65.36
2019-06-28,65.73
2019-07-01,66.04
2019-07-02,66.23
2019-07-03,66.68
2019-07-05,66.17
2019-07-08,65.79
2019-07-09,65.51
2019-07-10,65.74
2019-07-11,65.72
2019-07-12,65.8
2019-07-15,65.86
2019-07-16,65.59
2019-07-17,65.5
2019-07-18,65.7
2019-07-19,65.51
2019-07-22,65.58
2019-07-23,65.99
2019-07-24,66.04
2019-07-25,65.37
2019-07-26,65.5
2019-07-27,65.5
2019-07-29,65.64
2019-07-30,64.88
2019-07-31,64.45
2019-08-01,64.27
2019-08-02,63.7
2019-08-05,62.11
2019-08-06,62.53
2019-08-07,62.77
2019-08-08,63.38
2019-08-09,62.94
2019-08-12,62.44
2019-08-13,63.03
2019-08-14,61.3
2019-08-15,61.51
2019-08-16,62.25
2019-08-19,62.63
2019-08-20,62.42
2019-08-21,62.86
2019-08-22,62.74
2019-08-23,61.96
2019-08-26,62.47
2019-08-27,62.42
2019-08-28,62.42
2019-08-29,62.96
2019-08-30,63.21
2019-09-03,63.09
2019-09-04,63.98
2019-09-05,64.32
2019-09-06,64.53
2019-09-09,64.72
2019-09-10,64.83
2019-09-11,65.19
2019-09-12,65.57
2019-09-13,65.94
2019-09-16,65.35
2019-09-17,65.57
2019-09-18,65.49
2019-09-19,65.71
2019-09-20,65.56
2019-09-23,65.39
2019-09-24,65.14
2019-09-25,64.95
2019-09-26,65.19
2019-09-27,64.97
2019-09-28,64.97
2019-09-29,64.97
2019-09-30,65.21
2019-10-01,64.57
2019-10-02,63.25
2019-10-03,63.67
2019-10-04,64.17
2019-10-05,64.17
2019-10-06,64.17
2019-10-07,64.09
2019-10-08,63.49
2019-10-09,63.95
2019-10-10,64.4
2019-10-11,65.55
2019-10-12,65.55
2019-10-13,65.55
2019-10-14,65.28
2019-10-15,66.04
2019-10-16,66.14
2019-10-17,66.3
2019-10-18,66.27
2019-10-19,66.27
2019-10-20,66.27
2019-10-21,66.63
2019-10-22,66.47
2019-10-23,66.83
2019-10-24,66.95
2019-10-25,67.02
2019-10-26,67.02
2019-10-27,67.02
2019-10-28,67.32
2019-10-29,67.3
2019-10-30,67.58
2019-10-31,67.42
2019-11-01,68.02
2019-11-02,68.02
2019-11-03,68.02
2019-11-04,68.37
2019-11-05,68.24
2019-11-06,68.21
2019-11-07,68.42
2019-11-08,68.38
2019-11-09,68.38
2019-11-10,68.38
2019-11-11,68.29
2019-11-12,68.32
2019-11-13,68.08
2019-11-14,67.89
2019-11-15,68.32
2019-11-16,68.32
2019-11-17,68.32
2019-11-18,68.4
2019-11-19,68.31
2019-11-20,67.88
2019-11-21,67.79
2019-11-22,67.98
2019-11-23,67.98
2019-11-24,67.98
2019-11-25,68.52
2019-11-26,68.48
2019-11-27,68.66
2019-11-28,68.66
2019-11-29,68.18
2019-12-02,67.83
2019-12-03,67.58
2019-12-04,68.2
2019-12-05,68.07
2019-12-06,68.69
2019-12-07,68.69
2019-12-08,68.69
2019-12-09,68.33
2019-12-10,68.33
