video_num,duration,comments,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,tags,views
1353,1001,62,135,46,24,112,70,61,42,175,73,10,22,27,9,2,"['Internet', 'art', 'computers', 'creativity', 'design', 'humor', 'leadership', 'technology']",1045703
1354,524,225,232,601,907,94,449,127,357,83,42,85,58,34,89,22,"['activism', 'brain', 'comedy', 'culture', 'entertainment', 'evolution', 'humor', 'mental health', 'society']",2352202
1355,274,350,523,430,227,382,157,367,113,69,96,49,33,13,89,12,"['collaboration', 'communication', 'engineering', 'presentation', 'science', 'speech', 'storytelling', 'teaching']",2106788
1356,754,32,33,135,105,18,27,4,66,10,26,13,43,5,6,2,"['art', 'biotech', 'collaboration', 'conservation', 'culture', 'exploration', 'history', 'painting', 'science', 'science and art', 'technology', 'visualizations']",725173
1357,757,150,229,72,259,156,346,125,33,33,50,127,13,17,61,19,"['business', 'creativity', 'education', 'failure', 'productivity', 'success', 'technology']",1495331
1358,985,92,113,38,18,181,14,53,122,68,7,1,8,2,10,0,"['health', 'health care', 'medical research', 'open-source']",539219
1359,925,119,134,447,176,77,81,131,117,60,38,81,6,12,17,29,"['bees', 'biology', 'brain', 'children', 'cognitive science', 'collaboration', 'curiosity', 'decision-making', 'insects', 'intelligence', 'memory', 'mind', 'neuroscience', 'science', 'youth']",1272319
1360,1137,127,52,369,21,36,223,219,185,20,62,19,15,6,14,3,"['corruption', 'culture', 'democracy', 'journalism', 'news', 'politics']",932024
1361,265,111,31,88,91,186,129,33,60,35,9,8,7,11,2,4,"['Internet', 'computers', 'interface design', 'online video', 'software', 'technology', 'web']",695153
1362,1023,115,39,63,108,35,241,83,37,55,35,15,23,16,7,4,"['business', 'economics', 'global issues', 'social change', 'social media']",813261
1363,842,102,281,242,109,39,44,89,17,17,27,9,16,10,5,0,"['TEDx', 'brain', 'choice', 'cognitive science', 'history', 'mind', 'morality', 'politics', 'psychology', 'science', 'sex', 'smell', 'sociology']",692434
1364,917,141,344,196,106,13,52,71,83,31,109,6,11,9,14,7,"['TEDx', 'children', 'culture', 'poetry', 'spoken word']",720465
1365,539,151,191,213,359,35,68,56,4,118,48,6,35,13,3,6,"['TEDx', 'architecture', 'art', 'climate change', 'design', 'invention', 'materials', 'sustainability', 'technology']",1171568
1366,395,109,552,13,456,60,88,14,26,222,150,242,11,53,22,10,"['illusion', 'magic', 'technology']",1965808
1367,821,361,181,140,12,123,67,63,38,86,15,44,10,20,7,6,"['TEDx', 'corruption', 'democracy', 'global issues', 'government', 'politics', 'society', 'state-building']",852344
1368,866,58,36,73,115,58,11,23,20,8,15,4,5,3,1,3,"['data', 'economics', 'global development', 'global issues', 'open-source']",488481
1369,985,79,207,49,133,50,26,17,43,67,6,29,10,17,4,4,"['DNA', 'TEDx', 'aging', 'animals', 'biodiversity', 'biology', 'biomimicry', 'disability', 'disease', 'ecology', 'environment', 'evolution', 'genetics', 'hearing', 'insects', 'science', 'sight']",472121
1370,1001,77,307,172,74,54,57,73,81,20,4,15,2,10,5,0,"['TEDx', 'culture', 'men', 'philanthropy']",714578
1371,320,169,480,250,110,615,9,100,38,32,91,75,15,18,5,13,"['Autism spectrum disorder', 'brain', 'culture', 'mental health']",1123786
1372,616,300,283,294,81,537,174,133,38,149,19,8,34,33,16,18,"['TEDx', 'brain', 'happiness', 'psychology', 'software']",2723934
1373,299,105,140,51,93,41,47,9,7,4,14,16,6,1,3,0,"['PTSD', 'TEDx', 'disaster relief', 'global issues', 'military', 'natural disaster', 'suicide']",485501
1374,726,44,169,330,37,332,70,57,4,12,3,21,6,4,2,1,"['TEDx', 'bees', 'nature', 'photography']",1022799
1375,641,69,55,129,98,15,2,163,51,16,8,19,2,6,2,2,"['activism', 'children', 'culture', 'family', 'parenting', 'psychology', 'social change', 'sociology', 'youth']",803292
1376,1111,107,357,37,40,218,105,15,69,98,9,48,28,8,11,20,"['TEDx', 'communication', 'technology']",1198585
1377,1040,76,421,135,55,82,139,191,94,15,76,19,9,19,21,8,"['art', 'creativity', 'entertainment', 'photography']",1776779
1378,561,170,175,332,681,297,227,125,87,77,48,17,4,6,5,2,"['global issues', 'innovation', 'invention', 'public health', 'women']",1115222
1379,292,197,42,61,155,765,748,79,263,7,77,98,20,22,17,18,"['communication', 'culture']",1909462
1380,393,82,162,47,45,132,37,96,92,73,8,10,7,8,16,4,"['TEDYouth', 'art', 'design', 'engineering', 'innovation', 'invention', 'play', 'toy', 'youth']",766305
1381,546,41,17,12,96,45,28,29,13,7,47,11,7,2,7,0,"['community', 'performance art', 'theater']",674288
1382,1077,309,285,103,691,347,148,41,83,73,32,63,12,28,46,17,"['TEDx', 'brain', 'education', 'gaming']",4682458
1383,674,136,52,322,125,37,275,49,97,37,2,30,4,2,12,4,"['TEDx', 'culture', 'design', 'disability', 'engineering', 'innovation', 'invention', 'physics', 'poverty', 'product design']",1004016
1384,302,87,285,366,16,182,135,25,25,5,5,22,1,7,2,0,"['children', 'entertainment', 'live music', 'performance', 'wunderkind', 'youth']",1798001
1385,587,667,4399,27,32,3422,793,131,176,352,98,1110,192,45,10,27,"['TEDx', 'biodiversity', 'biology', 'compassion', 'culture', 'photography']",3658158
1386,380,782,55,2572,502,366,307,1394,119,223,203,85,37,80,38,21,"['TED Fellows', 'art', 'cities', 'community', 'death', 'public spaces']",4922118
1387,1029,329,1100,250,2108,695,377,596,616,197,54,224,20,4,7,10,"['TEDx', 'business', 'global development', 'global issues']",2829484
1388,507,221,174,103,43,155,319,111,74,17,95,19,32,20,25,10,"['cars', 'transportation']",1194938
1389,1137,342,842,1471,117,370,190,90,280,7,23,4,13,11,14,8,"['Human body', 'TEDx', 'body language', 'health', 'health care', 'identity', 'storytelling']",1367089
1390,401,74,100,248,68,160,18,45,79,10,40,5,3,8,4,0,"['Africa', 'Egypt', 'adventure', 'animals', 'bacteria', 'biodiversity', 'biology', 'birds', 'conservation', 'ecology', 'environment', 'history', 'nature', 'pollution', 'science', 'wind energy']",926948
1391,172,183,328,397,457,62,193,107,284,62,44,62,104,45,25,11,"['culture', 'design', 'humor', 'product design', 'technology']",2324212
1392,991,238,26,275,74,80,134,9,12,24,12,126,79,22,6,0,"['Egypt', 'TEDx', 'culture', 'faith', 'global issues', 'politics', 'religion', 'terrorism', 'war']",660569
1393,313,129,85,341,465,257,46,139,94,20,78,44,47,9,4,3,"['Africa', 'business', 'entrepreneur', 'global development', 'innovation', 'invention', 'water']",1594495
1394,300,102,186,77,26,106,18,56,80,97,34,6,7,5,2,6,"['business', 'prison']",1233545
1395,379,145,34,30,85,128,136,53,40,20,16,16,6,13,11,6,"['TED Fellows', 'biology', 'biotech', 'cancer', 'disease', 'engineering', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'physiology', 'science', 'synthetic biology', 'technology']",1063880
1396,535,84,170,54,88,50,36,41,25,73,168,10,104,102,35,13,"['TEDYouth', 'performance', 'poetry', 'spoken word']",1120276
1397,676,94,74,42,8,16,10,24,32,8,13,8,4,4,4,0,"['AIDS', 'Bioethics', 'HIV', 'TEDx', 'activism', 'business', 'collaboration', 'disease', 'health', 'health care', 'history', 'illness', 'invention', 'medical research', 'medicine', 'morality', 'open-source', 'pandemic', 'pharmaceuticals', 'public health', 'science', 'social change', 'society']",389194
1398,809,107,29,207,525,111,35,78,60,117,11,15,3,20,14,6,"['Internet', 'culture', 'journalism', 'online video']",1229150
1399,431,200,207,2466,60,211,136,147,104,93,40,28,135,23,7,24,"['Middle East', 'TEDx', 'comedy', 'culture', 'entertainment', 'humor', 'performance']",8105311
1400,1028,72,252,35,33,12,87,209,27,48,20,5,1,1,2,0,"['TEDx', 'animals', 'biodiversity', 'biology', 'ecology', 'insects', 'science', 'sight']",1003863
1401,637,112,142,636,305,91,172,55,47,12,21,5,23,47,34,6,"['culture', 'extreme sports', 'personal growth', 'potential', 'sports', 'travel']",1778739
1402,744,82,54,74,39,21,116,69,15,44,6,38,6,7,16,1,"['business', 'collaboration', 'consumerism', 'transportation', 'women in business']",917877
1403,678,183,277,73,80,585,144,55,23,87,31,14,13,19,25,4,"['Bioethics', 'advertising', 'behavioral economics', 'brain', 'cognitive science', 'consumerism', 'decision-making', 'health', 'journalism', 'marketing', 'media', 'medical research', 'mental health', 'mind', 'neuroscience', 'science', 'shopping']",1200277
1404,218,75,422,292,9,19,65,54,28,8,11,34,6,16,9,5,"['children', 'parenting', 'photography']",1405909
1405,1188,215,168,26,41,8,247,48,59,27,24,18,14,14,8,1,"['economics', 'global issues', 'politics']",783528
1406,897,810,661,151,577,1067,44,122,171,125,41,35,7,26,15,6,"['Iran', 'Middle East', 'TEDx', 'design', 'global issues', 'peace']",2033797
1407,690,200,113,293,533,29,232,299,95,112,208,73,118,21,29,5,"['creativity', 'death', 'entertainment', 'fear', 'storytelling']",1951290
1408,837,311,267,234,156,66,31,68,12,30,4,10,15,8,3,9,"['DNA', 'animals', 'biomimicry', 'biotech', 'disease', 'ecology', 'engineering', 'genetics', 'global issues', 'health', 'illness', 'innovation', 'insects', 'pandemic', 'public health', 'science', 'synthetic biology', 'technology']",943968
1409,414,56,32,94,70,101,139,16,57,6,12,7,19,15,8,3,"['animation', 'film', 'history']",724773
1410,1201,226,114,228,37,62,161,8,26,26,42,25,17,4,4,16,"['global issues', 'politics', 'psychology', 'society']",606994
1411,578,197,188,589,283,212,30,76,341,7,14,36,52,10,10,15,"['TEDx', 'art', 'disability', 'oceans', 'performance art']",2052286
1412,1128,134,663,316,25,107,251,8,95,13,26,24,21,3,0,0,"['TEDx', 'art', 'books', 'children', 'design', 'storytelling', 'writing']",879676
1413,670,54,31,113,7,81,47,23,33,3,16,11,3,7,4,0,"['AIDS', 'TEDx', 'global issues', 'health care', 'medicine', 'pharmaceuticals']",478878
1414,564,366,1228,384,3410,73,1404,410,829,561,134,79,197,112,48,13,"['Buddhism', 'body language', 'culture', 'happiness', 'health', 'meditation', 'mindfulness', 'productivity', 'success', 'work']",8033595
1415,528,127,383,335,62,140,55,26,2,35,14,50,6,22,8,4,"['TEDx', 'activism', 'children', 'dance', 'parenting', 'social change', 'women', 'youth']",815594
1416,608,169,220,95,40,179,94,163,43,15,18,25,23,10,10,8,"['Bioethics', 'DNA', 'art', 'biology', 'biotech', 'code', 'collaboration', 'community', 'crowdsourcing', 'engineering', 'entrepreneur', 'future', 'genetics', 'innovation', 'invention', 'journalism', 'media', 'microbiology', 'molecular biology', 'open-source', 'science', 'science and art', 'synthetic biology', 'technology']",1164723
1417,577,846,92,124,612,986,2306,1617,497,924,632,119,302,77,231,101,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']",19787465
1418,779,93,287,5,29,133,96,39,22,5,24,3,18,6,4,2,"['TEDx', 'biology', 'chemistry', 'disease', 'environment', 'health', 'health care', 'heart health', 'illness', 'medical research', 'medicine', 'molecular biology', 'physiology', 'science']",1042284
1419,773,659,820,1308,722,205,346,95,133,263,352,360,207,125,88,74,"['TEDx', 'culture', 'film', 'identity', 'men', 'movies', 'parenting']",4146987
1420,713,120,96,62,158,333,173,93,362,104,23,9,19,7,10,8,"['PTSD', 'Syria', 'TEDx', 'global issues', 'journalism', 'war']",939074
1421,1066,818,149,68,235,219,549,103,154,39,80,184,28,73,27,18,"['TEDx', 'children', 'culture', 'education', 'parenting', 'student', 'teaching', 'youth']",1485801
1422,701,73,81,30,30,15,23,27,35,28,25,15,8,4,1,1,"['Surgery', 'TEDx', 'health care', 'medicine', 'technology']",497489
1423,959,800,307,1055,231,1560,335,766,13,57,39,140,16,12,5,13,"['culture', 'global issues', 'love', 'relationships', 'violence', 'women']",3846779
1424,740,144,142,74,120,85,23,34,32,3,48,25,114,14,4,2,"['business', 'global issues', 'technology', 'work']",1058852
1425,1008,143,560,122,243,151,72,113,67,34,8,25,41,18,23,13,"['Internet', 'TEDx', 'children', 'code', 'computers', 'education', 'parenting', 'technology', 'youth']",1725064
1426,1098,411,791,1109,795,335,116,102,270,28,275,45,22,37,51,8,"['Gender equality', 'Gender spectrum', 'LGBT', 'TEDx', 'Transgender', 'United States', 'gender', 'identity', 'inequality', 'photography', 'relationships']",2679698
1427,526,103,43,264,55,51,35,116,8,73,78,32,30,15,8,12,"['Middle East', 'TEDx', 'agriculture', 'cities', 'food', 'infrastructure', 'technology', 'water']",1412688
1428,208,229,771,266,78,462,102,26,49,25,93,69,69,22,14,8,"['children', 'comedy', 'humor']",828203
1429,588,93,17,41,51,33,106,82,12,14,29,20,10,3,2,0,"['compassion', 'democracy', 'global issues', 'politics', 'women']",525297
1430,680,312,237,75,53,35,414,547,197,182,43,116,72,171,1,34,"['DNA', 'TEDx', 'bacteria', 'biology', 'children', 'education', 'genetics', 'marketing', 'microbiology', 'physiology', 'psychology', 'science', 'storytelling']",1489438
1431,482,249,729,41,20,230,173,202,45,52,19,96,78,18,45,19,"['art', 'film', 'life', 'memory', 'online video']",1666552
1432,186,210,84,154,124,48,96,8,38,8,21,50,8,1,6,8,"['3d printing', 'biology', 'biotech', 'chemistry', 'engineering', 'future', 'health care', 'innovation', 'invention', 'manufacturing', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'product design', 'science', 'software', 'synthetic biology', 'technology']",987709
1433,942,99,72,95,25,11,303,82,87,90,28,89,13,6,12,11,"['Europe', 'TEDx', 'art', 'cities', 'community', 'global issues', 'government', 'urban planning']",595537
1434,576,166,78,620,121,497,224,48,97,7,10,7,23,5,7,1,"['TEDx', 'education', 'feminism', 'global issues', 'women']",932561
1435,410,122,238,20,12,176,42,10,108,31,46,4,4,4,1,4,"['TEDx', 'demo', 'design', 'engineering', 'industrial design', 'infrastructure', 'innovation', 'invention', 'materials', 'science', 'technology', 'urban planning']",984382
1436,850,301,138,203,177,292,568,84,102,76,89,7,63,122,20,23,"['TEDx', 'business', 'complexity', 'data', 'economics', 'global issues', 'inequality']",2533881
1437,1150,473,1205,2253,1068,2146,2008,389,270,588,438,174,73,73,37,63,"['culture', 'love', 'relationships', 'sex']",10524043
1438,1017,158,255,906,280,123,117,61,29,40,96,36,6,13,2,6,"['TEDx', 'art', 'creativity', 'spoken word', 'writing']",1841716
1439,895,206,280,412,202,260,235,29,22,9,41,11,28,22,12,5,"['Bioethics', 'biotech', 'brain', 'cognitive science', 'cyborg', 'design', 'disability', 'engineering', 'exoskeleton', 'innovation', 'invention', 'mind', 'monkeys', 'neuroscience', 'primates', 'programming', 'prosthetics', 'robots', 'science', 'technology']",1229865
1440,733,342,89,657,266,138,575,114,228,172,17,114,20,24,19,31,"['behavioral economics', 'business', 'data', 'economics', 'language']",1642461
1441,1089,162,201,76,89,161,38,31,7,24,35,18,3,17,7,5,"['TEDx', 'corruption', 'crime', 'economics', 'government', 'protests']",824898
1442,1187,145,280,170,77,119,13,30,24,5,23,4,25,12,13,8,"['data', 'education', 'global issues', 'inequality', 'teaching']",699088
1443,955,137,97,476,356,120,39,45,97,37,17,43,7,14,6,3,"['TEDx', 'animals', 'biology', 'biomechanics', 'brain', 'cognitive science', 'ecology', 'evolution', 'flight', 'insects', 'mind', 'nanoscale', 'neuroscience', 'physiology', 'science']",1555722
1444,1080,117,172,595,178,226,283,57,41,25,34,14,34,40,26,8,"['children', 'culture', 'engineering', 'family', 'parenting', 'software', 'youth']",1403668
1445,189,129,116,126,223,151,98,111,48,28,9,6,10,7,8,9,"['TEDx', 'robots']",1193896
1446,1351,548,564,469,1818,200,844,258,507,358,280,76,24,18,13,26,"['TED Prize', 'code', 'education', 'technology']",2895821
1447,761,279,17,59,117,146,51,84,14,17,10,61,41,20,8,26,"['energy', 'global issues', 'work']",745252
1448,827,838,753,1647,1658,3013,762,211,261,178,380,81,116,71,38,24,"['TED Brain Trust', 'business', 'entertainment', 'music', 'performance art']",9006600
1449,1339,1586,1145,961,1400,729,953,1614,239,27,132,20,24,36,102,11,"['agriculture', 'climate change', 'green']",4191678
1450,518,205,200,874,606,261,367,46,255,79,58,41,23,17,13,12,"['oceans', 'submarine', 'technology']",3773245
1451,645,1413,668,313,2346,707,480,717,291,563,215,5,29,10,6,5,"['agriculture', 'culture', 'food', 'garden', 'health', 'social change']",3005687
1452,916,208,148,692,826,280,132,126,104,5,1,9,12,9,3,0,"['Africa', 'TEDx', 'activism', 'education', 'feminism', 'global development', 'women']",2460131
1453,723,720,2854,1812,789,2376,92,300,230,197,42,109,18,7,4,35,"['bullying', 'children', 'compassion', 'depression', 'mental health', 'poetry', 'spoken word']",5316753
1454,1134,1451,2139,1221,31,487,727,429,1784,139,43,66,422,111,68,30,"['business', 'culture', 'global issues', 'philanthropy']",4259204
1455,925,212,42,484,214,328,22,123,78,26,157,3,7,12,19,8,"['TEDx', 'brain', 'insects', 'mental health', 'neuroscience']",1342510
1456,1104,400,251,20,313,121,50,61,186,5,5,8,58,24,180,2,"['TED Brain Trust', 'biology', 'deextinction', 'philosophy', 'technology']",1939539
1457,837,361,183,80,444,39,84,215,35,47,92,45,34,13,6,30,"['activism', 'global issues', 'inequality', 'poverty']",1648677
1458,595,135,123,208,38,33,211,64,166,19,76,12,29,14,7,3,"['TED Fellows', 'creativity', 'design', 'manufacturing', 'science', 'technology']",1058569
1459,751,172,267,568,50,96,36,46,4,131,22,33,17,56,30,19,"['Internet', 'TED Brain Trust', 'computers', 'technology']",1265177
1460,1264,417,257,628,1538,273,863,459,40,320,109,98,7,17,16,12,"['energy', 'entrepreneur', 'exploration', 'innovation', 'solar energy', 'space', 'technology', 'transportation']",4564213
1461,735,902,507,53,20,17,1941,1208,123,401,345,355,133,34,37,39,"['Asia', 'culture', 'family', 'global issues']",9551344
1462,880,156,91,154,94,75,37,10,6,18,17,12,12,3,9,4,"['DNA', 'biology', 'biotech', 'disease', 'engineering', 'future', 'genetics', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'public health', 'science', 'synthetic biology']",796884
1463,752,208,328,122,87,105,131,16,16,11,5,44,11,5,5,5,"['collaboration', 'community', 'conducting', 'entertainment', 'live music', 'technology', 'virtual reality']",1005088
1464,523,91,211,254,101,20,56,57,38,19,49,7,12,7,14,4,"['TED Fellows', 'architecture', 'biodiversity', 'biology', 'climate change', 'collaboration', 'data', 'design', 'ecology', 'environment', 'health', 'microbes', 'microbiology', 'science', 'sustainability', 'visualizations']",955827
1465,331,328,316,298,302,66,152,23,53,21,47,7,13,12,4,3,"['demo', 'invention', 'nanoscale', 'technology', 'water']",1539504
1466,440,246,812,160,1283,274,268,43,43,11,289,98,126,16,13,15,"['agriculture', 'biodiversity', 'technology']",2025005
1467,829,80,70,183,234,40,42,49,8,23,15,25,18,7,1,0,"['TEDx', 'behavioral economics', 'choice', 'economics', 'monkeys', 'neuroscience']",1342712
1468,388,183,150,180,83,8,10,27,156,38,12,7,22,21,5,2,"['TEDYouth', 'engineering', 'technology']",274986
1469,712,140,771,62,75,186,36,162,21,31,19,41,42,38,31,18,"['biology', 'birds', 'environment', 'humor', 'science', 'sex']",1306390
1470,260,307,334,160,194,87,77,27,50,53,80,16,16,33,4,3,"['technology', 'transportation']",1683410
1471,1099,728,44,592,1061,487,906,238,158,93,30,15,12,28,14,28,"['corruption', 'democracy', 'global issues', 'government', 'law', 'politics']",1443340
1472,502,208,286,253,355,152,184,85,72,41,9,20,16,8,7,22,"['TED Fellows', 'design', 'industrial design', 'technology']",2449740
1473,1072,187,36,39,379,181,222,267,267,75,43,48,3,21,15,12,"['AI', 'TEDx', 'computers', 'entertainment', 'robots', 'technology']",1135004
1474,910,102,150,39,410,58,147,43,21,25,15,27,18,63,9,5,"['community', 'curiosity', 'education', 'engineering', 'history', 'inequality', 'math', 'medical research', 'psychology', 'race', 'science', 'social change', 'technology']",911601
1475,350,183,120,162,101,100,43,136,75,23,79,33,26,2,8,21,"['robots', 'technology']",1118006
1476,1226,347,1534,1363,292,783,172,825,203,65,90,16,66,26,16,7,"['TEDx', 'behavioral economics', 'business', 'leadership', 'motivation', 'productivity', 'work']",5319077
1477,959,129,20,112,143,208,34,35,95,30,59,6,49,3,9,0,"['health care', 'heart health', 'technology']",836699
1478,754,210,186,139,87,369,81,32,17,45,20,9,17,11,6,10,"['activism', 'computers', 'culture', 'history', 'innovation', 'math', 'philosophy', 'physics', 'science', 'science and art', 'storytelling', 'technology']",1203901
1479,841,167,316,506,70,182,141,38,200,10,123,27,8,32,14,8,"['big problems', 'global issues', 'health', 'sanitation', 'smell', 'water']",1624716
1480,783,264,466,235,54,159,25,34,17,27,145,37,20,3,2,15,"[""Alzheimer's"", 'TEDx', 'brain', 'depression', 'health', 'mental health', 'neuroscience']",1188149
1481,1110,225,560,748,139,316,37,38,90,23,38,19,8,19,14,11,"['anthropology', 'disability', 'storytelling', 'writing']",1341106
1482,934,282,60,459,725,264,438,9,57,296,79,43,9,4,4,1,"['TEDx', 'brain', 'depression', 'health care', 'mental health', 'neuroscience']",1303148
1483,628,219,533,625,514,114,410,28,122,36,16,69,36,5,10,57,"['dance', 'entertainment', 'performance', 'toy']",7373875
1484,828,388,54,405,557,660,157,44,320,52,121,21,45,15,26,15,"['culture', 'language', 'sociology', 'technology']",2162439
1485,734,200,79,19,40,184,9,185,20,44,3,1,31,26,39,21,"['economics', 'global issues', 'innovation', 'technology']",1091988
1486,716,235,38,211,195,10,165,111,19,49,62,8,6,28,6,10,"['business', 'economics', 'technology', 'work']",1200139
1487,441,126,170,214,124,69,85,82,35,21,17,23,26,8,7,26,"['Internet', 'TED-Ed', 'computers', 'humor', 'physics', 'science', 'technology']",195899
1488,540,159,11,90,18,27,65,110,30,44,90,59,39,5,8,3,"['cars', 'driverless cars', 'technology']",814568
1489,344,323,1545,726,112,182,85,139,41,52,300,39,54,69,19,8,"['culture', 'technology']",4843480
1490,208,194,351,478,141,290,46,210,53,68,80,7,14,18,15,17,"['business', 'communication', 'health']",2735769
1491,773,473,28,462,334,291,204,243,93,53,153,70,23,42,15,43,"['alternative energy', 'chemistry', 'energy', 'engineering', 'future', 'innovation', 'invention', 'nuclear energy', 'physics', 'science', 'space', 'sustainability', 'technology', 'youth']",1546610
1492,1013,126,395,714,350,103,189,105,166,26,14,22,9,10,1,0,"['Brazil', 'activism', 'environment', 'global issues', 'photography']",1593382
1493,357,146,447,249,135,26,14,94,78,190,39,71,72,25,30,23,"['TED Brain Trust', 'culture', 'security', 'social media', 'technology']",1567528
1494,468,632,5946,981,1137,1640,1297,458,230,665,114,159,12,26,23,15,"['children', 'education', 'motivation', 'teaching']",7469445
1495,945,148,21,50,54,75,6,3,30,5,6,8,7,12,2,2,"['TEDx', 'business', 'culture', 'economics', 'education']",407419
1496,370,440,637,509,989,566,401,175,103,110,32,39,26,91,12,6,"['china', 'education', 'language']",3062980
1497,624,405,326,171,329,104,102,44,66,11,45,32,30,4,55,5,"['TED Brain Trust', 'culture', 'education', 'global issues', 'teaching']",2206204
1498,389,149,959,192,334,249,34,137,206,22,88,57,8,56,6,4,"['chemistry', 'creativity', 'curiosity', 'education', 'science', 'social change', 'student', 'teaching', 'technology']",2592925
1499,483,120,164,289,76,6,49,59,40,39,24,3,8,16,7,5,"['children', 'education', 'teaching']",1059278
1500,180,62,289,318,231,70,67,71,12,12,41,39,12,13,52,7,"['education', 'poetry']",1188177
1501,1027,321,388,540,221,97,162,54,212,9,43,36,45,9,9,7,"['business', 'children', 'education']",1786965
1502,372,659,4847,374,2420,1380,597,866,464,464,47,87,181,65,148,129,"['business', 'education', 'psychology', 'success']",12039978
1503,1151,634,24,16,1541,1434,1233,3018,419,252,559,911,385,14,72,8,"['culture', 'education', 'student', 'teaching', 'testing']",6657858
1504,889,937,201,1428,684,3035,407,1221,400,93,175,119,208,77,84,38,"['aging', 'culture', 'goal-setting', 'youth']",8958850
1505,480,128,28,69,16,141,54,66,45,104,124,91,37,35,15,5,"['culture', 'data', 'sociology', 'technology']",1114173
1506,466,97,150,115,91,33,9,8,53,68,5,40,29,9,13,4,"['art', 'china', 'global issues', 'identity', 'photography']",1304597
1507,795,145,514,348,74,16,297,509,76,202,4,53,10,29,24,10,"['creativity', 'invention', 'technology', 'toy']",1319453
1508,435,339,345,142,130,144,86,55,239,101,54,24,61,117,23,16,"['TED Brain Trust', 'culture', 'design', 'interface design', 'technology']",2026001
1509,1039,475,508,302,256,52,44,53,23,57,57,109,44,8,38,3,"['global issues', 'philanthropy', 'philosophy', 'social change']",1533054
1510,601,172,1249,101,276,280,383,316,192,50,33,44,3,4,1,0,"['art', 'disability', 'personal growth']",2155416
1511,363,239,375,164,379,224,198,15,27,55,6,30,14,11,12,0,"['aging', 'culture', 'death', 'humanity', 'life']",1467971
1512,791,180,107,175,394,75,288,19,167,434,32,31,4,7,4,3,"['architecture', 'design', 'infrastructure', 'open-source']",1422767
1513,761,276,260,449,742,202,26,138,19,51,14,22,15,3,9,1,"['creativity', 'entertainment', 'live music', 'music', 'performance']",2715019
1514,1122,118,28,81,101,49,7,4,36,64,87,69,14,24,32,12,"['art', 'design', 'gaming', 'museums']",934335
1515,1060,921,1116,1247,120,772,204,97,534,70,82,52,158,15,51,14,"['Gender equality', 'TEDx', 'feminism', 'men', 'sexual violence', 'violence', 'women']",1625776
1516,622,146,7,11,145,170,27,52,9,37,27,29,26,10,7,8,"['TEDx', 'animals', 'anthropology', 'deextinction', 'evolution']",948509
1517,376,404,462,1373,666,279,237,51,19,209,193,211,63,13,26,21,"['creativity', 'culture', 'entertainment', 'introvert', 'library', 'literature']",3158067
1518,1407,489,2449,1975,58,337,396,937,175,133,456,37,181,45,61,84,"['children', 'culture', 'disability', 'family', 'love', 'mental health']",4032150
1519,491,127,325,284,328,91,15,116,6,33,44,22,11,18,3,3,"['behavioral economics', 'energy', 'psychology']",1089949
1520,766,149,163,571,136,168,91,14,17,31,23,10,7,35,6,2,"['Africa', 'corruption', 'crime', 'global issues', 'journalism']",1421509
1521,878,103,109,151,288,86,69,9,33,11,8,18,40,16,1,1,"['animals', 'biology', 'brain', 'cognitive science', 'communication', 'computers', 'intelligence', 'language', 'neuroscience', 'oceans', 'science', 'speech']",1164684
1522,655,110,32,85,99,29,287,45,71,38,17,24,9,6,25,1,"['creativity', 'economics', 'entertainment', 'film', 'movies']",948840
1523,855,354,462,112,85,61,218,252,201,63,20,20,10,11,27,39,"['economics', 'robots', 'work']",2102608
1524,968,309,932,1183,1237,138,205,325,551,33,75,47,9,21,3,18,"['drones', 'robots', 'technology']",10281817
1525,1206,280,63,129,101,146,63,102,169,27,29,9,14,15,9,20,"['Europe', 'democracy', 'economics', 'global issues', 'politics']",741720
1526,800,154,81,191,195,34,59,37,4,10,28,9,16,5,2,7,"['drones', 'entertainment', 'robots', 'technology', 'war', 'writing']",1908577
1527,856,339,696,790,96,143,90,116,70,25,8,9,29,8,20,6,"['Islam', 'Middle East', 'cars', 'culture', 'feminism', 'global issues', 'women']",1492163
1528,1021,161,68,222,129,75,148,24,18,14,35,58,38,21,11,1,"['business', 'economics', 'global issues', 'prediction']",1361404
1529,573,114,107,97,45,91,22,9,18,20,7,5,8,1,4,1,"['Africa', 'TED Fellows', 'business', 'technology']",630822
1530,1283,311,137,748,600,370,87,45,6,39,3,5,27,1,0,0,"['family', 'global issues']",2140135
1531,1059,108,145,87,157,31,41,296,32,137,3,1,11,3,3,3,"['TEDx', 'architecture', 'design', 'global issues', 'health', 'public health', 'sanitation']",1330614
1532,206,139,121,103,461,15,63,153,54,12,3,4,25,10,8,12,"['TED Fellows', 'entertainment', 'nature', 'photography', 'weather']",1608679
1533,825,441,467,702,353,336,47,128,28,312,101,238,57,71,54,16,"['Islam', 'culture', 'faith', 'global issues', 'peace', 'religion']",1361374
