card_id,playerClass,type,name,cost,attack,health,rarity,durability,collectible,race,set,text,flavor,targeting_arrow_text,
CFM_753e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,+1/+1 from Grimestreet Outfitter.,,,
EX1_625t,PRIEST,HERO_POWER,Mind Spike,2,,,,,,,EXPERT1,"<b>Hero Power</b>
Deal $2 damage.",,,
TB_SPT_DPromoCrate3,NEUTRAL,MINION,Chest of Gold!,1,0,4,,,,,TB,<b>Deathrattle:</b> Current turn player gains gold!,,,
EX1_170,NEUTRAL,MINION,Emperor Cobra,3,2,3,RARE,,TRUE,BEAST,EXPERT1,Destroy any minion damaged by this minion.,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",,
CFM_759,PALADIN,MINION,Meanstreet Marshal,1,1,2,EPIC,,TRUE,,GANGS,"<b>Deathrattle:</b> If this minion has 2 or more Attack, draw a card.","Remember, submit your bribes directly to the Marshal - it's the law!",,
LOEA05_01,NEUTRAL,HERO,Chieftain Scarvash,,,30,,,,,LOE,,,,
KARA_04_01,NEUTRAL,MINION,Dorothee,4,0,10,,,,,KARA,Minions to the left have <b>Charge</b>. Minions to the right have <b>Taunt</b>.,,,
OG_291e,NEUTRAL,ENCHANTMENT,Flickering Darkness,,,,,,,,OG,Shadowcaster made this 1/1.,,,
CFM_621t22,NEUTRAL,SPELL,Kingsblood,5,,,,,,,GANGS,Draw 2 cards.,,,
KARA_09_03a,NEUTRAL,MINION,Icky Imp,1,1,1,,,,DEMON,KARA,<b>Deathrattle:</b> Resummon this minion and Illhoof loses 2 Health.,,,
GVG_036,SHAMAN,WEAPON,Powermace,3,3,,RARE,2,TRUE,,GVG,<b>Deathrattle:</b> Give a random friendly Mech +2/+2.,"People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""",,
CS2_033,MAGE,MINION,Water Elemental,4,3,6,COMMON,,TRUE,,CORE,<b>Freeze</b> any character damaged by this minion.,Don't summon a water elemental at a party.  It'll dampen the mood.,,
BRM_010,DRUID,MINION,Druid of the Flame,3,2,2,COMMON,,TRUE,,BRM,<b>Choose One -</b> Transform into a 5/2 minion; or a 2/5 minion.,Druids who fought too long in Northrend were easily seduced by Ragnaros; a mug of hot chocolate was generally all it took.,,
AT_063t,HUNTER,MINION,Dreadscale,3,4,2,LEGENDARY,,TRUE,BEAST,TGT,"At the end of your turn, deal 1 damage to all other minions.",Let's be clear about this:  ACIDMAW is the sidekick.,,
EX1_533,HUNTER,SPELL,Misdirection,2,,,RARE,,TRUE,,EXPERT1,"<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.",Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,,
FP1_025,SHAMAN,SPELL,Reincarnate,2,,,COMMON,,TRUE,,NAXX,"Destroy a minion, then return it to life with full Health.","It's like birth, except you're an adult and you were just dead a second ago.",,
BRMA14_1H,NEUTRAL,HERO,Omnotron Defense System,,,30,,,,,BRM,,,,
CS2_032,MAGE,SPELL,Flamestrike,7,,,COMMON,,TRUE,,CORE,Deal $4 damage to all enemy minions.,"When the ground is on fire, you should <i>not</i> stop, drop, and roll.",,
EX1_080,NEUTRAL,MINION,Secretkeeper,1,1,2,RARE,,TRUE,,EXPERT1,"Whenever a <b>Secret</b> is played, gain +1/+1.",She promises not to tell anyone about that thing you did last night with that one person.,,
CS2_188,NEUTRAL,MINION,Abusive Sergeant,1,1,1,COMMON,,TRUE,,EXPERT1,<b>Battlecry:</b> Give a minion +2 Attack this turn.,"ADD ME TO YOUR DECK, MAGGOT!",Grant +2 Attack.,
LOEA09_10,NEUTRAL,MINION,Hungry Naga,2,2,1,,,,,LOE,,,,
CS2_038,SHAMAN,SPELL,Ancestral Spirit,2,,,RARE,,TRUE,,EXPERT1,"Give a minion ""<b>Deathrattle:</b> Resummon this minion.""",It was just a flesh wound.,,
CFM_691,ROGUE,MINION,Jade Swarmer,2,1,1,COMMON,,TRUE,,GANGS,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.","He's so good at swarming, he can swarm all by himself!",,
EX1_105,NEUTRAL,MINION,Mountain Giant,12,8,8,EPIC,,TRUE,,EXPERT1,Costs (1) less for each other card in your hand.,His mother said that he was just big boned.,,
KARA_11_02,NEUTRAL,HERO_POWER,Manastorm,0,,,,,,,KARA,"<b>Passive Hero Power</b>
Players start with 10 Mana Crystals.",,,
CFM_065,MAGE,SPELL,Volcanic Potion,3,,,RARE,,TRUE,,GANGS,Deal $2 damage to all minions.,The secret ingredient in Kazakus's award-winning chili recipe.,,
EX1_594,MAGE,SPELL,Vaporize,3,,,RARE,,TRUE,,EXPERT1,"<b>Secret:</b> When a minion attacks your hero, destroy it.",Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,,
CS2_074e,NEUTRAL,ENCHANTMENT,Deadly Poison,,,,,,,,CORE,+2 Attack.,,,
TU4d_001,HUNTER,HERO,Hemet Nesingwary,,,20,COMMON,,,,MISSIONS,,,,
XXX_059,NEUTRAL,SPELL,Destroy Hero's Stuff,0,,,,,,,CHEAT,"Destroy target hero's hero power, weapon, deck, hand, minions, and secrets.",,,
GVG_074,NEUTRAL,MINION,Kezan Mystic,4,4,3,RARE,,TRUE,,GVG,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,"They pretend to be wise and enlightened, but they mostly just hate to be left out of a secret.",,
EX1_371,PALADIN,SPELL,Hand of Protection,1,,,FREE,,TRUE,,CORE,Give a minion <b>Divine Shield</b>.,"This spell has been renamed so many times, even paladins don’t know what it should be called anymore.",,
EX1_178ae,DRUID,ENCHANTMENT,Rooted,,,,,,,,EXPERT1,+5 Health and <b>Taunt</b>.,,,
LOEA16_10,NEUTRAL,SPELL,Hakkari Blood Goblet,0,,,,,,,LOE,Transform a minion into a 2/1 Pit Snake.,,,
AT_101,NEUTRAL,MINION,Pit Fighter,5,5,6,COMMON,,TRUE,,TGT,,What did the pits ever do to you?,,
HERO_08,MAGE,HERO,Jaina Proudmoore,,,30,FREE,,TRUE,,CORE,,,,
OG_044,DRUID,MINION,Fandral Staghelm,4,3,5,LEGENDARY,,TRUE,,OG,Your <b>Choose One</b> cards have both effects combined.,"Always manages to mention ""Back when I was creating the World Tree? in EVERY conversation. Sheesh! Enough already.""",,
EX1_155a,DRUID,SPELL,Mark of Nature,0,,,,,,,EXPERT1,+4 Attack.,,,
LOEA04_27,NEUTRAL,MINION,Animated Statue,1,10,10,,,,,LOE,You've disturbed the ancient statue...,,,
EX1_366e,PALADIN,ENCHANTMENT,Justice Served,,,,,,,,EXPERT1,Has +1/+1.,,,
EX1_613,ROGUE,MINION,Edwin VanCleef,3,2,2,LEGENDARY,,TRUE,,EXPERT1,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",,
KAR_A02_01,NEUTRAL,MINION,Plate,1,1,1,,,,,KARA,,,,
CRED_13,NEUTRAL,MINION,Brian Schwab,10,10,10,LEGENDARY,,,,CREDITS,"At the end of your turn, give a random minion +1 Attack.",,,
GVG_034,DRUID,MINION,Mech-Bear-Cat,6,7,6,RARE,,TRUE,MECHANICAL,GVG,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",Crushes buildings with his BEAR hands.,,
BRMC_84,NEUTRAL,MINION,Dragonkin Spellcaster,5,4,6,,,,DRAGON,TB,<b>Battlecry:</b> Summon two 2/2 Whelps.,,,
EX1_062,NEUTRAL,MINION,Old Murk-Eye,4,2,4,LEGENDARY,,TRUE,MURLOC,REWARD,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,"He's a legend among murlocs.  ""Mrghllghghllghg!"", they say.",,
TB_KTRAF_10,NEUTRAL,MINION,Noth the Plaguebringer,9,2,5,LEGENDARY,,,,TB,"Whenever an enemy minion dies, summon a 1/1 Skeleton and give your other minions +1/+1.",,,
AT_089e,NEUTRAL,ENCHANTMENT,Boneguarded,,,,,,,,TGT,Increased Health.,,,
TB_015,NEUTRAL,MINION,Pirate,2,2,3,,,,PIRATE,TB,,,,
OG_120,MAGE,MINION,Anomalus,8,8,6,LEGENDARY,,TRUE,,OG,<b>Deathrattle:</b> Deal 8 damage to all minions.,"That's short for ""Anomnomnomnomalus"".",,
CFM_608,WARLOCK,SPELL,Blastcrystal Potion,4,,,COMMON,,TRUE,,GANGS,Destroy a minion and one of your Mana Crystals.,"There's a fine line between ""potion"" and ""grenade"". Wait. Actually, there's not.",,
XXX_060,NEUTRAL,SPELL,Damage All,0,,,,,,,CHEAT,Set the Health of a character to 0.,,,
KARA_13_12,NEUTRAL,SPELL,Demonic Presence,3,,,,,,,KARA,"Draw 2 cards.
Gain 10 Armor.",,,
TB_MechWar_Boss2_HeroPower,NEUTRAL,HERO_POWER,Boom Bot Jr.,2,,,,,,,TB,"<b>Hero Power</b>
Deal 2 damage randomly split among all enemies.",,,
BRM_009,DRUID,MINION,Volcanic Lumberer,9,7,8,RARE,,TRUE,,BRM,"<b>Taunt</b>
Costs (1) less for each minion that died this turn.","The roots, the roots, the roots is on fire!",,
CS2_101_H1_AT_132,PALADIN,HERO_POWER,The Silver Hand,2,,,FREE,,,,HERO_SKINS,"<b>Hero Power</b>
Summon two 1/1 Recruits.",,,
KAR_A10_09,NEUTRAL,MINION,White Queen,7,4,6,,,,,KARA,<b>Auto-Attack:</b> Deal 4 damage to the enemies opposite this minion.,,,
PART_006a,NEUTRAL,ENCHANTMENT,Switched,,,,,,,,GVG,Attack and Health have been swapped by Reversing Switch.,,,
CFM_712_t03,NEUTRAL,MINION,Jade Golem,3,3,3,,,,,GANGS,,,,
EX1_561e,NEUTRAL,ENCHANTMENT,Alexstrasza's Fire,,,,,,,,EXPERT1,Health set to 15.,,,
GVG_101e,PALADIN,ENCHANTMENT,Pure,,,,,,,,GVG,Increased Stats.,,,
AT_049,SHAMAN,MINION,Thunder Bluff Valiant,5,3,6,RARE,,TRUE,,TGT,<b>Inspire:</b> Give your Totems +2 Attack.,"Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.",,
KAR_A01_02e,NEUTRAL,ENCHANTMENT,Reflection,,,,,,,,KARA,1/1.,,,
EX1_154b,DRUID,SPELL,Wrath,0,,,,,,,EXPERT1,Deal $1 damage to a minion. Draw a card.,,,
CS2_025,MAGE,SPELL,Arcane Explosion,2,,,FREE,,TRUE,,CORE,Deal $1 damage to all enemy minions.,This spell is much better than Arcane Implosion.,,
KAR_A02_03H,NEUTRAL,MINION,Fork,2,3,3,,,,,KARA,Plates have <b>Charge</b>.,,,
CFM_694e,ROGUE,ENCHANTMENT,Trained,,,,,,,,GANGS,1,,,
EX1_244e,SHAMAN,ENCHANTMENT,Totemic Might,,,,,,,,CORE,+2 Health.,,,
XXX_051,NEUTRAL,SPELL,Make Immune,0,,,COMMON,,,,CHEAT,Permanently make a character <b>Immune</b>.,,,
KAR_A10_02,NEUTRAL,MINION,White Pawn,1,1,6,,,,,KARA,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,,,
BRMA03_3H,NEUTRAL,MINION,Moira Bronzebeard,2,3,1,,,,,BRM,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>.",,,
AT_071,WARRIOR,MINION,Alexstrasza's Champion,2,2,3,RARE,,TRUE,,TGT,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.","""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza",,
AT_073,PALADIN,SPELL,Competitive Spirit,1,,,RARE,,TRUE,,TGT,"<b>Secret:</b> When your turn starts, give your minions +1/+1.",Competition can be an inspiration to improve oneself.  Or kill all the competitors.,,
KAR_A02_02,NEUTRAL,WEAPON,Spoon,1,1,,,3,,,KARA,,,,
skele11,NEUTRAL,MINION,Skeleton,1,1,1,COMMON,,,,CORE,<b></b>,,,
NAX7_01,NEUTRAL,HERO,Instructor Razuvious,,,40,,,,,NAXX,,,,
EX1_616,NEUTRAL,MINION,Mana Wraith,2,2,2,RARE,,TRUE,,EXPERT1,ALL minions cost (1) more.,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",,
EX1_259,SHAMAN,SPELL,Lightning Storm,3,,,RARE,,TRUE,,EXPERT1,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),"An umbrella won't be effective, I'm afraid.",,
BRMA05_2H,NEUTRAL,HERO_POWER,Ignite Mana,0,,,,,,,BRM,"<b>Hero Power</b>
Deal 10 damage to the enemy hero if they have any unspent Mana.",,,
KARA_13_17,NEUTRAL,MINION,Mark Moonwalker,2,1,2,LEGENDARY,,,,TB,"Portals cost (1) less. 
<i>Does not count as a minion.</i>",,,
LOE_047,NEUTRAL,MINION,Tomb Spider,4,3,3,COMMON,,TRUE,BEAST,LOE,<b>Battlecry: Discover</b> a Beast.,"Less serious than its cousin, the Grave Spider.",,
OG_173a,NEUTRAL,MINION,The Ancient One,9,30,30,EPIC,,,,OG,,,,
EX1_400,WARRIOR,SPELL,Whirlwind,1,,,COMMON,,TRUE,,CORE,Deal $1 damage to ALL minions.,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",,
KAR_069,ROGUE,MINION,Swashburglar,1,1,1,COMMON,,TRUE,PIRATE,KARA,<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>,"Was almost named ""Swashb-AAAARRHHH-gler""",,
LOEA04_28b,NEUTRAL,SPELL,Wade Through,0,,,,,,,LOE,Gain a Mana Crystal,,,
CRED_04,NEUTRAL,MINION,Steven Gabriel,1,3,3,LEGENDARY,,,,CREDITS,<b>Battlecry:</b> Summon a frothy beverage.,,,
TB_FactionWar_Hero_Annoy_Update,NEUTRAL,HERO,Annoy-o-Tron Prime,,,30,,,,,TB,,,,
TB_SPT_DPromoSpellPortal2,NEUTRAL,SPELL,Stampede,4,,,,,,,TB,Summon 2 Hell Bovines. Give all Hell Bovines <b>Charge</b>.,,,
CFM_712_t24,NEUTRAL,MINION,Jade Golem,10,24,24,,,,,GANGS,,,,
CFM_712_t06,NEUTRAL,MINION,Jade Golem,6,6,6,,,,,GANGS,,,,
TB_FW_Mortar,NEUTRAL,MINION,Dwarf Demolitionist,1,1,5,,,,,TB,"Whenever you play a card, deal 1-4 damage to a random enemy.",,,
XXX_043,NEUTRAL,SPELL,Mill 30,0,,,COMMON,,,,CHEAT,Put 30 cards from a hero's deck into his graveyard.,,,
LOEA01_12,NEUTRAL,MINION,Tol'vir Hoplite,3,5,2,,,,,LOE,<b>Deathrattle:</b> Deal 5 damage to both heroes.,,,
EX1_609,HUNTER,SPELL,Snipe,2,,,COMMON,,TRUE,,EXPERT1,"<b>Secret:</b> After your opponent plays a minion, deal $4 damage to it.",A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,,
CS2_080,ROGUE,WEAPON,Assassin's Blade,5,3,,COMMON,4,TRUE,,CORE,,Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.,,
CS2_017,DRUID,HERO_POWER,Shapeshift,2,,,FREE,,,,CORE,"<b>Hero Power</b>
+1 Attack this turn.    +1 Armor.",,,
EX1_016,NEUTRAL,MINION,Sylvanas Windrunner,6,5,5,LEGENDARY,,TRUE,,EXPERT1,"<b>Deathrattle:</b> Take
control of a random
enemy minion.","Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",,
TB_CoOpv3_003,NEUTRAL,SPELL,Bamboozle,0,,,,,,,TB,Swap player's hands.,,,
CFM_621t11,NEUTRAL,SPELL,Lesser Potion,1,,,,,,,GANGS,Create a 1-Cost spell.,,,
TB_BRMA10_3H,DEATHKNIGHT,HERO_POWER,The Rookery,1,,,,,,,TB,"<b>Hero Power</b>
Give all Corrupted Eggs +1 Health, then summon one.",,,
CFM_626e,NEUTRAL,ENCHANTMENT,Fortitude,,,,,,,,GANGS,+3 Health.,,,
AT_027e,WARLOCK,ENCHANTMENT,Master Summoner,,,,,,,,TGT,Costs (0).,,,
NEW1_026t,NEUTRAL,MINION,Violet Apprentice,1,1,1,,,,,EXPERT1,,,,
CS2_056,WARLOCK,HERO_POWER,Life Tap,2,,,FREE,,,,CORE,"<b>Hero Power</b>
Draw a card and take $2 damage.",,,
AT_034e,ROGUE,ENCHANTMENT,Laced,,,,,,,,TGT,Increased Attack.,,,
Mekka3e,NEUTRAL,ENCHANTMENT,Emboldened!,,,,,,,,PROMO,Increased Stats.,,,
EX1_604o,WARRIOR,ENCHANTMENT,Berserk,,,,,,,,EXPERT1,Increased Attack.,,,
EX1_590e,NEUTRAL,ENCHANTMENT,Shadows of M'uru,,,,COMMON,,,,EXPERT1,This minion has consumed Divine Shields and has increased Attack and Health.,,,
AT_132_SHAMANa,SHAMAN,MINION,Healing Totem,0,0,2,,,,,TGT,"At the end of your turn, restore 1 Health to all friendly minions.",,,
LOEA09_1H,NEUTRAL,HERO,Lord Slitherspear,,,30,,,,,LOE,,,,
CS2_017o,DRUID,ENCHANTMENT,Claws,,,,,,,,CORE,Your hero has +1 Attack this turn.,,,
GVG_023a,NEUTRAL,ENCHANTMENT,Extra Sharp,,,,,,,,GVG,+1 Attack.,,,
CS2_117,NEUTRAL,MINION,Earthen Ring Farseer,3,3,3,COMMON,,TRUE,,EXPERT1,<b>Battlecry:</b> Restore 3 Health.,"He can see really far, and he doesn't use a telescope like those filthy pirates.",Restore 3 Health.,
LOEA01_11he,NEUTRAL,ENCHANTMENT,Heroic Mode,,,,,,,,LOE,+3/+3 if Phaerix controls the Rod.,,,
EX1_565,SHAMAN,MINION,Flametongue Totem,2,0,3,COMMON,,TRUE,TOTEM,CORE,Adjacent minions have +2 Attack.,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,,
EX1_603,WARRIOR,MINION,Cruel Taskmaster,2,2,2,COMMON,,TRUE,,EXPERT1,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",Deal 1 damage and grant +2 Attack.,
TB_KTRAF_7,NEUTRAL,MINION,Heigan the Unclean,3,4,5,LEGENDARY,,,,TB,"At the end of your turn, deal 4 damage to a  random enemy.",,,
BRMA09_5,NEUTRAL,HERO_POWER,Dismount,4,,,,,,,BRM,"<b>Hero Power</b>
Summon Gyth. Get a new Hero Power.",,,
CFM_699e,NEUTRAL,ENCHANTMENT,Seadevil Enchant,,,,,,,,GANGS,,,,
LOE_030e,NEUTRAL,ENCHANTMENT,Hollow,,,,,,,,LOE,Stats copied.,,,
BRMA09_3Ht,NEUTRAL,MINION,Old Horde Orc,1,2,2,,,,,BRM,<b>Taunt</b>,,,
GVG_017,HUNTER,SPELL,Call Pet,2,,,RARE,,TRUE,,GVG,"Draw a card.
If it's a Beast, it costs (4) less.",Real hunters tame hungry crabs.,,
TB_CoOpv3_009e,NEUTRAL,ENCHANTMENT,Going Nova,,,,,,,,TB,It's about to blow!,,,
CFM_621t10,NEUTRAL,SPELL,Netherbloom,1,,,,,,,GANGS,Summon a 2/2 Demon.,,,
EX1_382,PALADIN,MINION,Aldor Peacekeeper,3,3,3,RARE,,TRUE,,EXPERT1,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,The Aldor hate two things: the Scryers and smooth jazz.,Change Attack to 1.,
BRMA14_10,NEUTRAL,HERO_POWER,Activate!,4,,,,,,,BRM,"<b>Hero Power</b>
Activate a random Tron.",,,
EX1_581,ROGUE,SPELL,Sap,2,,,FREE,,TRUE,,CORE,Return an enemy minion to your opponent's hand.,Rogues love sappy movies.,,
AT_013,PRIEST,SPELL,Power Word: Glory,1,,,COMMON,,TRUE,,TGT,"Choose a minion. Whenever it attacks, restore 4 Health to
your hero.",The promise of glory is a powerful tool to get minions to do your bidding.  Only slightly less powerful than the promise of an ice cream bar!,,
GVG_068a,NEUTRAL,ENCHANTMENT,Metabolized Magic,,,,,,,,GVG,Increased Attack.,,,
BRMA02_2,NEUTRAL,HERO_POWER,Jeering Crowd,1,,,,,,,BRM,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>.",,,
EX1_287,MAGE,SPELL,Counterspell,3,,,RARE,,TRUE,,EXPERT1,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,,
TB_LevelUp_001,NEUTRAL,HERO_POWER,Level Up!,2,,,,,,,TB,Level up all the spells in your hand and deck.,,,
BRMA09_1H,NEUTRAL,HERO,Rend Blackhand,,,30,,,,,BRM,,,,
LOEA07_24,NEUTRAL,MINION,Spiked Decoy,1,3,6,,,,MECHANICAL,LOE,"<b>Taunt</b>
Can't attack.",,,
NAX15_04,NEUTRAL,HERO_POWER,Chains,8,,,,,,,NAXX,"<b>Hero Power</b>
Take control of a random enemy minion until end of turn.",,,
CFM_623,MAGE,SPELL,Greater Arcane Missiles,7,,,EPIC,,TRUE,,GANGS,Shoot three missiles at random enemies that deal $3 damage each.,"Wow, and I thought Arcane Missiles was great!",,
AT_116,PRIEST,MINION,Wyrmrest Agent,2,1,4,RARE,,TRUE,,TGT,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",Keeping tabs on the Grand Tournament is priority #1 for the five mighty Dragonflights!,,
LOEA02_10c,HUNTER,MINION,Misha,0,4,4,,,,BEAST,LOE,<b>Taunt</b>,,,
CFM_621_m3,NEUTRAL,MINION,Kabal Demon,8,8,8,,,,DEMON,GANGS,,,,
XXX_024,NEUTRAL,MINION,Damage Reflector,0,3,10,COMMON,,,,CHEAT,"Whenever this minion takes damage, deal 1 damage to ALL other characters.",,,
EX1_393,NEUTRAL,MINION,Amani Berserker,2,2,3,COMMON,,TRUE,,EXPERT1,<b>Enrage:</b> +3 Attack,"If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon"".",,
EX1_570,DRUID,SPELL,Bite,4,,,RARE,,TRUE,,EXPERT1,Give your hero +4 Attack this turn and 4 Armor.,Chew your food!,,
TB_PickYourFate_Confused,NEUTRAL,ENCHANTMENT,Fate,,,,,,,,TB,Attack and Health swap at end of each turn.,,,
TB_SPT_Minion3,NEUTRAL,MINION,Swordsman,3,1,1,,,,,TB,<b>Battlecry:</b> Gain Attack and Health equal to Stormwind's Attack,,,
AT_042a,DRUID,SPELL,Lion Form,0,,,COMMON,,,,TGT,<b>Charge</b>,,,
CS2_046,SHAMAN,SPELL,Bloodlust,5,,,COMMON,,TRUE,,CORE,Give your minions +3 Attack this turn.,blaarghghLLGHRHARAAHAHHH!!,,
NEW1_041,NEUTRAL,MINION,Stampeding Kodo,5,3,5,RARE,,TRUE,BEAST,EXPERT1,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,This Kodo is so big that he can stampede by <i>himself</i>.,,
NAX2_01H,NEUTRAL,HERO,Grand Widow Faerlina,,,45,,,,,NAXX,,,,
CFM_815,PALADIN,MINION,Wickerflame Burnbristle,3,2,2,LEGENDARY,,TRUE,,GANGS,"[x]<b>Divine Shield</b>. <b>Taunt</b>.
Damage dealt by this minion
also heals your hero.","Wickerflame spent years as a recruit for the Goons, never making the big-time because he always fired his chest-cannon too slowly.  ""Hey,"" he thought, ""maybe if I keep my beard lit on fire, I can do this faster.""  BOOM, promoted.",,
BRMA09_5Ht,NEUTRAL,MINION,Gyth,3,8,8,LEGENDARY,,,DRAGON,BRM,,,,
GVG_095,NEUTRAL,MINION,Goblin Sapper,3,2,4,RARE,,TRUE,,GVG,Has +4 Attack while your opponent has 6 or more cards in hand.,"He’s not such a binge exploder anymore. These days, he only explodes socially.",,
GVG_050,WARRIOR,SPELL,Bouncing Blade,3,,,EPIC,,TRUE,,GVG,Deal $1 damage to a random minion. Repeat until a minion dies.,Only goblins would think this was a good idea. Even they are starting to have their doubts.,,
XXX_103,NEUTRAL,SPELL,Add 2 to Health,0,,,COMMON,,,,CHEAT,Adds 2 health to a damaged character. Does NOT heal.,,,
XXX_018,NEUTRAL,SPELL,Destroy All Minions,0,,,COMMON,,,,CHEAT,Destroy all minions.,,,
KARA_05_01e,NEUTRAL,ENCHANTMENT,Trembling Before the Wolf,,,,,,,,KARA,Shrunk to a 1/1.,,,
XXX_009,NEUTRAL,SPELL,Enchant,0,,,COMMON,,,,CHEAT,Enchant a minion with an empty enchant.,,,
ds1_whelptoken,NEUTRAL,MINION,Whelp,1,1,1,,,,DRAGON,EXPERT1,,,,
LOE_017e,PALADIN,ENCHANTMENT,Watched,,,,,,,,LOE,Stats changed to 3/3.,,,
AT_021e,WARLOCK,ENCHANTMENT,Felrage,,,,,,,,TGT,Increased stats.,,,
CFM_754e,NEUTRAL,ENCHANTMENT,Smuggling,,,,,,,,GANGS,Increased stats from Grimy Gadgeteer.,,,
EX1_316,WARLOCK,SPELL,Power Overwhelming,1,,,COMMON,,TRUE,,EXPERT1,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,,
KAR_A01_01,NEUTRAL,HERO,Magic Mirror,,,30,,,,,KARA,,,,
OG_300,NEUTRAL,MINION,The Boogeymonster,8,6,7,LEGENDARY,,TRUE,,OG,"Whenever this attacks and kills a minion, gain +2/+2.","Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.",,
EX1_593,NEUTRAL,MINION,Nightblade,5,4,4,FREE,,TRUE,,CORE,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",,
TB_FW_OmegaMax,NEUTRAL,MINION,Force-Tank OMEGA MAX,10,10,10,COMMON,,,MECHANICAL,TB,"<b>Divine Shield.</b>
<b>Battlecry:</b> Summon six Annoy-o-Trons",,,
AT_042t2,DRUID,MINION,Sabertooth Panther,2,3,2,COMMON,,,BEAST,TGT,<b>Stealth</b>,,,
LOEA07_03h,NEUTRAL,HERO_POWER,Flee the Mine!,0,,,,,,,LOE,Escape the Troggs!,,,
GAME_002,NEUTRAL,MINION,Avatar of the Coin,0,1,1,FREE,,,,CORE,"<i>You lost the coin flip, but gained a friend.</i>",,,
GVG_056,WARRIOR,MINION,Iron Juggernaut,6,6,5,LEGENDARY,,TRUE,MECHANICAL,GVG,"<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.","The Iron Juggernaut guards Orgrimmar and has just earned the ""Employee of the Month"" award!",,
KARA_13_01,WARRIOR,HERO,Nazra Wildaxe,,,15,,,,,KARA,,,,
BRM_003e,MAGE,ENCHANTMENT,Dragon's Might,,,,,,,,BRM,Costs (3) less this turn.,,,
BRMA09_6,NEUTRAL,SPELL,The True Warchief,1,,,,,,,BRM,Destroy a Legendary minion.,,,
AT_035,ROGUE,SPELL,Beneath the Grounds,3,,,EPIC,,TRUE,,TGT,"Shuffle 3 Ambushes into your opponent's deck. When drawn, you summon a 4/4 Nerubian.",Can you hold these eggs for just a second?  I promise they're not full of giant enraged undead spider things.,,
LOE_019e,ROGUE,ENCHANTMENT,Unearthed Raptor,,,,,,,,LOE,,,,
TB_KTRAF_3,NEUTRAL,MINION,Gluth,4,3,4,LEGENDARY,,,,TB,"At the end of your turn, summon a random Undead.",,,
EX1_160a,DRUID,SPELL,Summon a Panther,0,,,,,,,EXPERT1,Summon a 3/2 Panther.,,,
